04/27/11 - 16:47:43; Successful Startup
04/29/11 - 19:12:26; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:28; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:29; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:30; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:30; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:32; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:33; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:34; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:35; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:36; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:37; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:38; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:39; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:40; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:41; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:42; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:43; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:44; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:45; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:47; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:48; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:49; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:50; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:51; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:52; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:53; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:54; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:55; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:56; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:57; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:58; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:12:59; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:00; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:01; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:02; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:03; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:04; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:05; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:06; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:07; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:08; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:09; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:10; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:11; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:12; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:14; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:15; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:16; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:17; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:18; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:19; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:20; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:21; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:22; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:23; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:24; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:25; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:26; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:27; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:28; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:29; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:30; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:31; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:32; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:33; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:34; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:35; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:37; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:37; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:39; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/29/11 - 19:13:40; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
